,end_time,query_time,lock_time,rows_sent,rows_examined,sql_text,thread_id,start_time
249,1694849975355,1.81,0.086,1,452,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 4\
              AND OL_D_ID = 9\
              AND OL_O_ID < 21162\
              AND OL_O_ID >= 21142\
              AND S_W_ID = 4\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 16",1961,1694849975353.19
250,1694849984297,1.025,0.0,0,0,COMMIT,1948,1694849984295.975
251,1694850108145,1.079,0.0,0,0,COMMIT,1958,1694850108143.921
252,1694850126933,1.568,0.082,1,436,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 2\
              AND OL_D_ID = 4\
              AND OL_O_ID < 21189\
              AND OL_O_ID >= 21169\
              AND S_W_ID = 2\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 17",1968,1694850126931.432
253,1694850223479,1.049,0.0,0,0,COMMIT,1971,1694850223477.951
254,1694850298676,1.026,0.0,0,0,COMMIT,1973,1694850298674.974
255,1694850301730,1.902,0.0,0,0,COMMIT,1959,1694850301728.098
256,1694850398461,1.195,0.0,0,0,COMMIT,1977,1694850398459.805
257,1694850456353,1.213,0.0,0,0,COMMIT,1980,1694850456351.787
258,1694849547536,1.117,0.0,0,0,COMMIT,1975,1694849547534.883
259,1694849581117,1.051,0.0,0,0,COMMIT,1986,1694849581115.949
260,1694849601896,1.187,0.0,0,0,COMMIT,1974,1694849601894.813
261,1694849636313,1.042,0.0,0,0,COMMIT,1988,1694849636311.958
262,1694849637195,1.674,0.0,0,0,COMMIT,1982,1694849637193.326
267,1694849723301,2.848,0.0,0,0,COMMIT,1984,1694849723298.152
268,1694849727370,1.019,0.0,0,0,COMMIT,1992,1694849727368.981
269,1694849790129,1.099,0.0,0,0,COMMIT,1985,1694849790127.901
270,1694849840079,1.235,0.0,0,0,COMMIT,1991,1694849840077.765
271,1694849936930,1.12,0.0,0,0,COMMIT,2000,1694849936928.88
272,1694849953411,1.667,0.096,1,380,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 4\
              AND OL_D_ID = 4\
              AND OL_O_ID < 20986\
              AND OL_O_ID >= 20966\
              AND S_W_ID = 4\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 16",2002,1694849953409.333
273,1694850107771,1.061,0.0,0,0,COMMIT,1994,1694850107769.939
274,1694850169607,1.089,0.0,0,0,COMMIT,1997,1694850169605.911
275,1694849543667,1.834,0.079,1,378,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 1\
              AND OL_D_ID = 9\
              AND OL_O_ID < 21046\
              AND OL_O_ID >= 21026\
              AND S_W_ID = 1\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 15",2022,1694849543665.166
276,1694849558635,1.115,0.0,0,0,COMMIT,2021,1694849558633.885
277,1694849592409,1.07,0.0,0,0,COMMIT,2020,1694849592407.93
281,1694849803395,1.134,0.0,0,0,COMMIT,2031,1694849803393.866
282,1694849841660,1.102,0.0,0,0,COMMIT,2029,1694849841658.898
283,1694849938935,1.125,0.0,0,0,COMMIT,2030,1694849938933.875
284,1694849959687,1.013,0.0,0,0,COMMIT,2033,1694849959685.987
285,1694850059511,1.021,0.0,0,0,COMMIT,2041,1694850059509.979
286,1694850095811,1.159,0.0,0,0,COMMIT,2034,1694850095809.841
287,1694850159429,1.016,0.0,0,0,COMMIT,2037,1694850159427.984
288,1694850167348,1.091,0.0,0,0,COMMIT,2042,1694850167346.909
289,1694850199918,1.034,0.0,0,0,COMMIT,2046,1694850199916.966
290,1694850307501,1.513,0.0,0,0,COMMIT,2049,1694850307499.487
291,1694850420983,1.21,0.0,0,0,COMMIT,2052,1694850420981.79
292,1694850519980,1.117,0.0,0,0,COMMIT,2053,1694850519978.883
293,1694849624502,1.087,0.0,0,0,COMMIT,2055,1694849624500.913
296,1694849730137,1.286,0.0,0,0,COMMIT,2056,1694849730135.714
297,1694849965992,1.101,0.0,0,0,COMMIT,2073,1694849965990.899
298,1694849995087,1.007,0.0,0,0,COMMIT,2069,1694849995085.993
299,1694850167461,1.596,0.0,0,0,COMMIT,2075,1694850167459.404
300,1694850284409,1.021,0.0,0,0,COMMIT,2085,1694850284407.979
301,1694850403241,1.028,0.0,0,0,COMMIT,2081,1694850403239.972
302,1694850440416,1.088,0.0,0,0,COMMIT,2084,1694850440414.912
303,1694849552385,1.144,0.0,0,0,COMMIT,2088,1694849552383.856
304,1694849615424,1.06,0.0,0,0,COMMIT,2096,1694849615422.94
306,1694849690528,1.054,0.0,0,0,COMMIT,2099,1694849690526.946
309,1694849803637,1.163,0.0,0,0,COMMIT,2097,1694849803635.837
310,1694850001132,1.217,0.0,0,0,COMMIT,2105,1694850001130.783
311,1694850004250,1.105,0.0,0,0,COMMIT,2110,1694850004248.895
312,1694850077992,1.09,0.0,0,0,COMMIT,2109,1694850077990.91
313,1694850085807,1.169,0.088,1,394,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 1\
              AND OL_D_ID = 6\
              AND OL_O_ID < 21161\
              AND OL_O_ID >= 21141\
              AND S_W_ID = 1\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 14",2114,1694850085805.831
314,1694850280253,1.344,0.094,1,374,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 2\
              AND OL_D_ID = 2\
              AND OL_O_ID < 21380\
              AND OL_O_ID >= 21360\
              AND S_W_ID = 2\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 10",2122,1694850280251.656
315,1694850283709,1.084,0.0,0,0,COMMIT,2115,1694850283707.916
316,1694850379602,1.006,0.0,0,0,COMMIT,2121,1694850379600.994
317,1694850469861,1.194,0.0,0,0,COMMIT,2124,1694850469859.806
318,1694850470407,1.669,0.0,0,0,COMMIT,2126,1694850470405.331
319,1694850513431,1.154,0.0,0,0,COMMIT,2123,1694850513429.846
320,1694849564428,1.026,0.0,0,0,COMMIT,2127,1694849564426.974
321,1694849652133,1.258,0.0,0,0,COMMIT,2130,1694849652131.742
322,1694849669396,1.361,0.0,0,0,COMMIT,2128,1694849669394.639
328,1694849780098,1.474,0.0,0,0,COMMIT,2137,1694849780096.526
329,1694849838330,1.008,0.0,0,0,COMMIT,2140,1694849838328.992
330,1694849940423,1.106,0.0,0,0,COMMIT,2139,1694849940421.894
331,1694850032501,1.102,0.0,0,0,COMMIT,2150,1694850032499.898
332,1694850128061,1.333,0.0,0,0,COMMIT,2154,1694850128059.667
